linha,bairro,data,hora,passageiros
402,Ilhotas,2024-01-18,15:30,46
407,Renascença,2024-01-04,16:00,19
402,Renascença,2024-01-16,05:00,76
404,Marquês,2024-01-21,12:00,75
404,Mocambinho,2024-01-26,21:00,12
403,Renascença,2024-01-11,18:00,7
408,Dirceu,2024-01-25,07:30,38
405,Dirceu,2024-01-27,16:30,47
408,Ilhotas,2024-01-29,12:30,20
408,Piçarra,2024-01-28,10:30,77
405,Dirceu,2024-01-11,12:30,45
401,Piçarra,2024-01-13,07:30,30
408,Ilhotas,2024-01-01,11:00,44
403,Ilhotas,2024-01-05,10:00,21
408,Ilhotas,2024-01-01,14:30,58
405,Centro,2024-01-23,22:00,80
404,Marquês,2024-01-06,05:00,80
401,Marquês,2024-01-10,13:00,77
402,Marquês,2024-01-31,08:30,34
408,Renascença,2024-01-05,09:30,35
401,Ilhotas,2024-01-16,17:30,38
401,Mocambinho,2024-01-17,19:30,45
402,Renascença,2024-01-20,15:30,59
405,Ilhotas,2024-01-04,14:30,59
404,Centro,2024-01-07,13:30,70
407,Dirceu,2024-01-08,07:00,37
401,Centro,2024-01-09,07:00,59
405,Piçarra,2024-01-04,11:30,63
404,Saci,2024-01-04,17:30,76
406,Renascença,2024-01-27,08:00,19
403,Ilhotas,2024-01-24,13:00,9
407,Mocambinho,2024-01-23,19:30,16
403,Mocambinho,2024-01-06,20:30,75
405,Centro,2024-01-10,22:30,73
402,Marquês,2024-01-24,22:30,11
402,Ilhotas,2024-01-29,22:00,64
401,Marquês,2024-01-25,15:00,40
405,Dirceu,2024-01-22,18:30,40
408,Ilhotas,2024-01-16,10:30,58
403,Marquês,2024-01-18,17:30,23
406,Renascença,2024-01-20,09:30,51
402,Marquês,2024-01-24,06:30,59
403,Saci,2024-01-05,12:00,69
406,Marquês,2024-01-30,10:30,68
408,Mocambinho,2024-01-08,17:30,7
407,Renascença,2024-01-15,14:30,56
404,Mocambinho,2024-01-02,22:30,48
403,Renascença,2024-01-04,11:30,9
402,Marquês,2024-01-11,19:00,65
403,Renascença,2024-01-26,18:30,27
407,Mocambinho,2024-01-30,16:00,18
408,Dirceu,2024-01-13,07:00,27
404,Saci,2024-01-02,19:30,39
406,Marquês,2024-01-16,13:30,12
403,Saci,2024-01-27,21:30,27
406,Centro,2024-01-04,15:00,13
408,Dirceu,2024-01-13,12:00,47
401,Marquês,2024-01-29,11:30,72
401,Marquês,2024-01-05,06:00,29
401,Renascença,2024-01-22,19:00,46
405,Centro,2024-01-20,20:30,35
405,Mocambinho,2024-01-21,17:30,58
405,Renascença,2024-01-19,16:30,38
401,Saci,2024-01-30,08:30,35
402,Piçarra,2024-01-02,10:00,58
401,Renascença,2024-01-15,19:30,28
407,Ilhotas,2024-01-20,06:00,56
404,Ilhotas,2024-01-21,17:00,47
408,Ilhotas,2024-01-18,20:30,38
402,Piçarra,2024-01-23,17:30,50
401,Centro,2024-01-22,15:30,67
401,Piçarra,2024-01-17,18:30,75
407,Piçarra,2024-01-15,11:00,26
401,Piçarra,2024-01-24,14:00,74
406,Renascença,2024-01-26,14:00,53
406,Ilhotas,2024-01-05,11:00,9
405,Dirceu,2024-01-17,14:30,8
408,Dirceu,2024-01-17,18:00,27
403,Ilhotas,2024-01-07,22:00,23
405,Piçarra,2024-01-02,15:30,70
404,Marquês,2024-01-04,22:00,64
406,Dirceu,2024-01-14,10:00,43
401,Renascença,2024-01-27,10:00,41
408,Piçarra,2024-01-06,07:00,13
403,Piçarra,2024-01-18,22:30,35
406,Dirceu,2024-01-13,22:30,29
404,Piçarra,2024-01-16,13:30,49
408,Marquês,2024-01-14,20:30,70
403,Piçarra,2024-01-24,06:00,50
404,Centro,2024-01-05,17:00,35
407,Renascença,2024-01-18,15:30,12
404,Saci,2024-01-19,17:00,36
408,Renascença,2024-01-19,12:30,7
402,Marquês,2024-01-16,13:00,26
401,Mocambinho,2024-01-11,22:00,45
405,Dirceu,2024-01-28,13:30,27
407,Mocambinho,2024-01-24,11:30,44
401,Saci,2024-01-26,17:30,65
406,Dirceu,2024-01-02,18:00,76
405,Ilhotas,2024-01-25,06:30,31
402,Mocambinho,2024-01-08,06:30,27
406,Centro,2024-01-01,09:30,78
407,Mocambinho,2024-01-08,17:00,18
408,Mocambinho,2024-01-30,10:00,24
401,Centro,2024-01-08,14:30,55
402,Marquês,2024-01-22,18:30,25
401,Ilhotas,2024-01-30,06:00,6
404,Renascença,2024-01-09,09:00,16
407,Renascença,2024-01-09,06:30,21
408,Ilhotas,2024-01-22,11:00,61
406,Piçarra,2024-01-23,12:30,51
408,Renascença,2024-01-12,11:00,22
403,Renascença,2024-01-02,13:30,40
407,Piçarra,2024-01-29,17:30,18
403,Renascença,2024-01-02,08:30,25
403,Renascença,2024-01-23,13:00,9
402,Dirceu,2024-01-03,22:30,60
407,Mocambinho,2024-01-15,18:00,16
406,Piçarra,2024-01-27,21:00,51
403,Piçarra,2024-01-20,20:30,78
402,Renascença,2024-01-29,17:00,73
401,Centro,2024-01-08,15:30,30
408,Marquês,2024-01-22,22:00,6
405,Renascença,2024-01-16,14:30,65
408,Piçarra,2024-01-13,13:00,25
404,Centro,2024-01-12,13:00,33
403,Marquês,2024-01-31,16:00,25
406,Ilhotas,2024-01-30,12:00,45
405,Piçarra,2024-01-16,14:00,47
405,Mocambinho,2024-01-23,18:30,26
401,Dirceu,2024-01-02,06:00,27
403,Saci,2024-01-03,22:00,7
404,Ilhotas,2024-01-19,06:00,30
404,Centro,2024-01-09,06:00,68
401,Dirceu,2024-01-29,07:30,26
404,Mocambinho,2024-01-22,13:30,8
406,Dirceu,2024-01-19,22:00,6
403,Marquês,2024-01-02,06:00,16
408,Dirceu,2024-01-08,14:00,75
404,Mocambinho,2024-01-07,07:30,76
404,Centro,2024-01-12,16:00,43
405,Renascença,2024-01-25,05:00,75
402,Saci,2024-01-31,20:00,39
402,Centro,2024-01-17,12:00,22
401,Saci,2024-01-23,11:30,31
408,Piçarra,2024-01-17,17:30,17
405,Dirceu,2024-01-16,22:00,8
408,Marquês,2024-01-19,09:30,49
405,Piçarra,2024-01-08,05:30,41
408,Dirceu,2024-01-16,19:00,71
407,Mocambinho,2024-01-16,11:30,64
406,Piçarra,2024-01-27,15:30,16
406,Renascença,2024-01-05,19:00,22
408,Piçarra,2024-01-28,17:00,71
401,Saci,2024-01-06,21:30,41
408,Ilhotas,2024-01-16,11:00,45
404,Piçarra,2024-01-23,07:30,75
405,Dirceu,2024-01-26,19:00,55
403,Ilhotas,2024-01-16,12:30,73
405,Marquês,2024-01-17,19:00,16
405,Piçarra,2024-01-12,17:00,67
404,Ilhotas,2024-01-22,22:30,8
404,Ilhotas,2024-01-24,15:30,39
403,Marquês,2024-01-05,22:30,73
407,Centro,2024-01-30,17:30,13
401,Marquês,2024-01-15,07:00,71
406,Centro,2024-01-31,05:30,17
404,Renascença,2024-01-26,14:30,44
404,Centro,2024-01-27,14:00,54
406,Saci,2024-01-26,19:30,63
401,Mocambinho,2024-01-07,05:00,10
401,Ilhotas,2024-01-18,19:00,13
407,Saci,2024-01-15,11:00,77
404,Renascença,2024-01-30,18:30,44
401,Ilhotas,2024-01-31,11:00,24
405,Mocambinho,2024-01-17,22:00,38
408,Ilhotas,2024-01-06,05:00,74
401,Saci,2024-01-14,07:00,59
403,Marquês,2024-01-15,07:00,21
403,Centro,2024-01-19,16:00,74
405,Dirceu,2024-01-11,18:30,9
406,Piçarra,2024-01-14,15:30,26
401,Piçarra,2024-01-22,09:30,27
402,Renascença,2024-01-05,10:30,73
405,Ilhotas,2024-01-24,17:30,6
402,Ilhotas,2024-01-09,16:30,50
404,Mocambinho,2024-01-16,13:00,53
403,Centro,2024-01-12,21:30,43
401,Saci,2024-01-27,13:00,62
407,Piçarra,2024-01-20,10:00,18
405,Marquês,2024-01-23,09:30,15
404,Mocambinho,2024-01-06,20:30,58
405,Centro,2024-01-16,08:30,13
403,Ilhotas,2024-01-11,21:00,11
402,Piçarra,2024-01-28,07:00,60
402,Mocambinho,2024-01-13,07:00,54
403,Dirceu,2024-01-19,13:00,51
402,Piçarra,2024-01-30,15:30,73
407,Ilhotas,2024-01-26,07:00,25
407,Ilhotas,2024-01-17,08:00,78
402,Mocambinho,2024-01-19,10:00,48
402,Saci,2024-01-14,22:30,64
403,Centro,2024-01-02,19:00,37
407,Marquês,2024-01-09,05:00,52
405,Piçarra,2024-01-11,15:00,56
407,Ilhotas,2024-01-06,10:30,39
403,Renascença,2024-01-02,22:00,31
405,Marquês,2024-01-31,16:30,70
401,Piçarra,2024-01-09,20:00,30
405,Marquês,2024-01-06,19:30,77
402,Ilhotas,2024-01-11,11:30,6
404,Dirceu,2024-01-09,20:30,10
402,Centro,2024-01-06,14:30,52
403,Saci,2024-01-20,08:30,66
404,Centro,2024-01-02,19:30,13
405,Renascença,2024-01-07,14:30,53
402,Centro,2024-01-18,08:00,55
405,Renascença,2024-01-04,09:00,77
406,Mocambinho,2024-01-04,06:00,13
407,Centro,2024-01-09,12:00,52
407,Mocambinho,2024-01-27,05:30,19
407,Renascença,2024-01-30,07:30,29
405,Mocambinho,2024-01-05,13:30,63
405,Renascença,2024-01-15,21:30,58
404,Ilhotas,2024-01-12,09:30,54
408,Ilhotas,2024-01-30,16:30,5
403,Marquês,2024-01-05,22:00,78
401,Centro,2024-01-14,21:00,41
403,Renascença,2024-01-11,19:00,25
402,Ilhotas,2024-01-01,05:30,32
402,Renascença,2024-01-22,05:00,29
404,Mocambinho,2024-01-03,21:00,71
406,Dirceu,2024-01-18,16:30,52
406,Centro,2024-01-11,13:30,54
406,Dirceu,2024-01-03,10:30,56
403,Ilhotas,2024-01-04,12:30,7
402,Ilhotas,2024-01-10,05:30,50
407,Piçarra,2024-01-08,08:00,18
405,Dirceu,2024-01-13,19:30,48
407,Mocambinho,2024-01-14,08:30,67
406,Dirceu,2024-01-18,18:30,56
405,Ilhotas,2024-01-11,16:30,58
407,Renascença,2024-01-16,18:30,51
406,Saci,2024-01-10,17:30,30
403,Marquês,2024-01-19,20:00,35
402,Marquês,2024-01-04,20:00,13
406,Saci,2024-01-12,06:00,63
408,Marquês,2024-01-20,07:30,35
407,Dirceu,2024-01-13,20:30,27
401,Piçarra,2024-01-03,18:30,60
404,Ilhotas,2024-01-17,07:30,29
406,Ilhotas,2024-01-25,16:30,73
403,Renascença,2024-01-07,16:30,36
402,Piçarra,2024-01-29,14:00,71
406,Renascença,2024-01-10,20:00,14
408,Ilhotas,2024-01-26,12:30,77
406,Centro,2024-01-12,22:00,52
403,Centro,2024-01-20,07:30,15
403,Mocambinho,2024-01-24,18:30,70
404,Centro,2024-01-13,12:30,25
403,Marquês,2024-01-02,05:00,7
402,Renascença,2024-01-22,14:30,69
404,Renascença,2024-01-21,09:00,17
408,Dirceu,2024-01-05,13:30,75
401,Ilhotas,2024-01-26,07:30,25
401,Piçarra,2024-01-21,07:00,30
402,Saci,2024-01-17,07:00,65
407,Dirceu,2024-01-24,12:30,12
407,Piçarra,2024-01-24,05:00,63
406,Centro,2024-01-08,17:00,55
406,Piçarra,2024-01-24,14:30,18
405,Mocambinho,2024-01-25,19:30,78
407,Mocambinho,2024-01-25,10:00,68
408,Centro,2024-01-31,09:00,64
404,Renascença,2024-01-12,14:30,62
403,Marquês,2024-01-07,14:00,36
406,Saci,2024-01-01,16:00,59
404,Mocambinho,2024-01-13,18:00,71
401,Marquês,2024-01-04,22:00,57
406,Centro,2024-01-12,11:30,76
403,Ilhotas,2024-01-13,14:30,13
408,Renascença,2024-01-30,19:30,17
404,Ilhotas,2024-01-10,15:00,77
404,Mocambinho,2024-01-21,12:30,24
401,Marquês,2024-01-30,17:00,67
402,Piçarra,2024-01-05,08:30,40
407,Centro,2024-01-07,19:30,23
403,Dirceu,2024-01-27,20:00,79
404,Centro,2024-01-15,22:30,52
402,Centro,2024-01-10,10:30,5
404,Dirceu,2024-01-12,15:30,49
408,Saci,2024-01-10,20:30,54
404,Ilhotas,2024-01-17,09:00,71
403,Centro,2024-01-31,22:30,45
406,Dirceu,2024-01-21,17:00,60
408,Marquês,2024-01-10,05:30,21
402,Renascença,2024-01-08,21:00,34
408,Centro,2024-01-08,21:00,63
404,Ilhotas,2024-01-28,15:30,27
406,Marquês,2024-01-30,14:00,48
401,Ilhotas,2024-01-22,08:00,70
403,Renascença,2024-01-09,11:30,46
404,Dirceu,2024-01-29,18:30,65
401,Marquês,2024-01-18,07:30,65
406,Piçarra,2024-01-03,21:00,73
408,Dirceu,2024-01-04,17:00,27
408,Centro,2024-01-27,08:30,21
408,Marquês,2024-01-05,17:30,14
406,Renascença,2024-01-13,13:00,31
402,Marquês,2024-01-06,05:00,11
401,Ilhotas,2024-01-21,18:30,73
404,Saci,2024-01-01,07:30,67
405,Marquês,2024-01-20,08:00,70
408,Saci,2024-01-16,17:00,75
404,Mocambinho,2024-01-15,10:30,22
404,Centro,2024-01-16,14:00,54
407,Saci,2024-01-16,22:30,6
408,Centro,2024-01-13,14:30,41
404,Saci,2024-01-14,18:30,70
408,Mocambinho,2024-01-12,18:00,55
406,Ilhotas,2024-01-06,06:30,74
404,Dirceu,2024-01-06,06:30,64
402,Mocambinho,2024-01-21,05:30,59
401,Centro,2024-01-07,05:00,28
406,Piçarra,2024-01-11,09:30,35
405,Mocambinho,2024-01-03,17:30,31
401,Saci,2024-01-08,16:00,39
402,Renascença,2024-01-22,09:30,62
406,Piçarra,2024-01-30,22:30,18
407,Marquês,2024-01-15,11:00,79
408,Centro,2024-01-13,12:00,53
404,Dirceu,2024-01-16,22:00,27
407,Ilhotas,2024-01-29,16:00,10
407,Dirceu,2024-01-04,14:00,45
402,Piçarra,2024-01-15,09:30,25
402,Mocambinho,2024-01-06,08:00,13
408,Ilhotas,2024-01-01,21:30,70
401,Renascença,2024-01-11,18:00,15
407,Marquês,2024-01-25,15:30,42
404,Ilhotas,2024-01-05,14:00,37
407,Saci,2024-01-04,13:30,31
402,Piçarra,2024-01-03,10:30,11
408,Ilhotas,2024-01-25,21:00,75
408,Ilhotas,2024-01-03,16:30,26
406,Renascença,2024-01-22,14:30,35
408,Saci,2024-01-03,09:00,12
401,Ilhotas,2024-01-23,17:30,17
401,Saci,2024-01-01,18:00,58
406,Centro,2024-01-27,14:30,30
406,Marquês,2024-01-10,17:30,33
402,Mocambinho,2024-01-05,12:00,68
402,Marquês,2024-01-22,22:00,80
404,Piçarra,2024-01-08,12:30,59
404,Ilhotas,2024-01-22,21:00,55
402,Marquês,2024-01-11,09:30,13
405,Ilhotas,2024-01-01,08:00,29
405,Piçarra,2024-01-18,06:30,5
406,Marquês,2024-01-01,18:00,45
407,Saci,2024-01-28,08:00,60
406,Marquês,2024-01-23,08:00,13
407,Mocambinho,2024-01-07,18:30,45
404,Marquês,2024-01-23,11:30,5
403,Mocambinho,2024-01-20,13:00,65
406,Renascença,2024-01-30,12:30,22
403,Saci,2024-01-12,22:30,59
402,Mocambinho,2024-01-24,13:30,28
406,Piçarra,2024-01-11,20:00,33
403,Renascença,2024-01-21,11:30,50
408,Piçarra,2024-01-11,10:00,51
401,Ilhotas,2024-01-20,09:30,30
401,Piçarra,2024-01-12,12:00,10
404,Dirceu,2024-01-23,16:00,73
402,Ilhotas,2024-01-13,15:30,60
403,Dirceu,2024-01-06,21:30,57
407,Mocambinho,2024-01-16,15:00,37
407,Renascença,2024-01-27,06:00,22
406,Saci,2024-01-05,21:30,11
408,Piçarra,2024-01-25,06:00,43
404,Dirceu,2024-01-19,18:00,29
404,Dirceu,2024-01-11,15:30,57
401,Saci,2024-01-09,18:30,10
403,Renascença,2024-01-28,14:30,69
407,Saci,2024-01-22,16:00,37
404,Ilhotas,2024-01-10,13:30,24
402,Dirceu,2024-01-18,09:00,56
402,Dirceu,2024-01-16,11:00,46
401,Renascença,2024-01-10,15:00,37
403,Piçarra,2024-01-03,14:30,78
408,Renascença,2024-01-04,06:00,23
406,Mocambinho,2024-01-06,15:00,40
402,Saci,2024-01-19,16:00,40
405,Marquês,2024-01-26,10:00,20
405,Ilhotas,2024-01-31,11:00,63
401,Marquês,2024-01-31,21:00,22
405,Ilhotas,2024-01-15,13:30,77
407,Centro,2024-01-05,06:00,56
408,Ilhotas,2024-01-03,20:30,46
403,Marquês,2024-01-14,08:30,69
405,Centro,2024-01-29,07:30,38
401,Renascença,2024-01-14,21:30,48
403,Centro,2024-01-13,18:00,58
402,Dirceu,2024-01-11,22:00,21
401,Renascença,2024-01-05,22:30,17
408,Piçarra,2024-01-28,18:30,70
404,Centro,2024-01-28,10:00,39
407,Renascença,2024-01-31,15:30,12
404,Piçarra,2024-01-23,05:30,45
401,Ilhotas,2024-01-10,22:30,58
406,Marquês,2024-01-26,20:00,6
405,Ilhotas,2024-01-15,05:00,69
403,Marquês,2024-01-15,17:00,71
405,Mocambinho,2024-01-13,18:30,75
405,Mocambinho,2024-01-16,16:00,25
404,Saci,2024-01-08,20:30,45
402,Ilhotas,2024-01-04,12:30,43
407,Marquês,2024-01-11,15:30,18
404,Piçarra,2024-01-10,11:00,15
408,Dirceu,2024-01-18,18:30,51
403,Marquês,2024-01-28,09:00,20
406,Ilhotas,2024-01-31,12:00,32
408,Marquês,2024-01-03,15:30,45
405,Mocambinho,2024-01-18,11:30,52
403,Dirceu,2024-01-01,20:00,10
406,Saci,2024-01-11,12:30,33
404,Piçarra,2024-01-05,18:00,42
402,Marquês,2024-01-30,05:30,56
408,Mocambinho,2024-01-27,08:30,50
401,Mocambinho,2024-01-02,15:30,55
405,Saci,2024-01-19,17:00,16
406,Renascença,2024-01-20,12:30,64
407,Saci,2024-01-23,08:30,45
407,Renascença,2024-01-09,19:00,63
406,Saci,2024-01-17,16:00,76
402,Ilhotas,2024-01-16,16:30,47
407,Ilhotas,2024-01-16,11:30,55
403,Marquês,2024-01-20,10:00,55
405,Mocambinho,2024-01-29,19:30,49
406,Dirceu,2024-01-09,11:30,32
402,Saci,2024-01-29,11:00,26
406,Renascença,2024-01-05,05:00,80
406,Ilhotas,2024-01-30,19:30,77
401,Saci,2024-01-26,15:30,44
402,Mocambinho,2024-01-24,17:00,37
403,Piçarra,2024-01-05,11:00,59
407,Mocambinho,2024-01-01,07:00,29
402,Piçarra,2024-01-11,10:30,42
403,Centro,2024-01-14,08:00,49
406,Saci,2024-01-25,19:00,5
404,Mocambinho,2024-01-10,06:00,77
403,Saci,2024-01-30,13:00,52
406,Mocambinho,2024-01-15,18:00,11
406,Dirceu,2024-01-07,07:00,48
406,Saci,2024-01-06,19:00,41
406,Centro,2024-01-15,18:30,60
406,Dirceu,2024-01-21,13:30,24
403,Dirceu,2024-01-06,05:30,34
404,Saci,2024-01-18,06:30,65
407,Dirceu,2024-01-29,18:30,31
403,Centro,2024-01-29,22:00,59
403,Saci,2024-01-21,20:00,71
402,Ilhotas,2024-01-19,10:00,26
407,Mocambinho,2024-01-01,17:00,9
402,Saci,2024-01-13,14:30,35
405,Saci,2024-01-12,08:30,58
401,Dirceu,2024-01-14,12:30,71
402,Piçarra,2024-01-27,12:30,14
407,Piçarra,2024-01-21,22:00,24
406,Centro,2024-01-31,11:30,66
405,Piçarra,2024-01-18,07:00,22
401,Centro,2024-01-15,22:30,44
404,Ilhotas,2024-01-21,10:00,53
401,Mocambinho,2024-01-09,10:30,13
402,Renascença,2024-01-20,19:30,34
402,Piçarra,2024-01-27,12:30,26
407,Dirceu,2024-01-28,12:00,36
404,Dirceu,2024-01-22,06:00,59
407,Saci,2024-01-27,15:00,76
402,Dirceu,2024-01-12,12:00,52
405,Dirceu,2024-01-07,12:00,49
407,Mocambinho,2024-01-01,18:00,79
401,Piçarra,2024-01-21,17:00,68
408,Mocambinho,2024-01-22,12:00,21
407,Mocambinho,2024-01-04,07:30,13
402,Marquês,2024-01-08,19:00,28
402,Renascença,2024-01-26,15:00,59
406,Centro,2024-01-15,09:00,8
407,Centro,2024-01-14,20:00,46
408,Mocambinho,2024-01-19,09:00,16
402,Marquês,2024-01-23,09:30,27
402,Piçarra,2024-01-28,17:00,39
407,Saci,2024-01-17,15:30,75
406,Ilhotas,2024-01-07,05:30,33
404,Renascença,2024-01-18,13:00,14
404,Piçarra,2024-01-01,22:00,57
407,Renascença,2024-01-27,17:00,39
405,Piçarra,2024-01-07,07:00,69
407,Renascença,2024-01-22,09:00,72
408,Renascença,2024-01-10,06:00,19
402,Marquês,2024-01-03,15:30,35
401,Centro,2024-01-06,15:30,61
408,Dirceu,2024-01-21,11:00,46
402,Centro,2024-01-31,20:00,24
403,Ilhotas,2024-01-23,15:30,36
407,Dirceu,2024-01-19,05:30,60
407,Ilhotas,2024-01-02,10:30,15
401,Saci,2024-01-26,13:00,41
402,Piçarra,2024-01-20,07:00,52
406,Renascença,2024-01-31,08:30,66
403,Centro,2024-01-25,14:00,38
402,Dirceu,2024-01-31,10:00,7
404,Renascença,2024-01-08,19:00,26
404,Dirceu,2024-01-14,09:00,50
408,Ilhotas,2024-01-13,09:30,31
407,Mocambinho,2024-01-12,17:00,41
401,Saci,2024-01-22,09:30,15
402,Piçarra,2024-01-12,05:00,72
406,Ilhotas,2024-01-19,22:00,58
405,Saci,2024-01-24,07:30,47
402,Mocambinho,2024-01-07,17:00,21
407,Renascença,2024-01-13,19:00,14
404,Centro,2024-01-20,09:00,22
405,Saci,2024-01-28,07:30,34
401,Saci,2024-01-05,09:30,9
408,Centro,2024-01-30,21:30,24
403,Marquês,2024-01-29,15:30,63
401,Dirceu,2024-01-22,07:00,57
401,Mocambinho,2024-01-21,18:30,31
402,Dirceu,2024-01-21,18:00,56
401,Piçarra,2024-01-28,18:30,12
408,Renascença,2024-01-05,16:30,55
407,Dirceu,2024-01-03,18:00,17
403,Saci,2024-01-01,09:30,15
406,Dirceu,2024-01-25,16:30,52
405,Saci,2024-01-03,17:30,11
408,Piçarra,2024-01-24,12:00,65
408,Saci,2024-01-15,05:30,41
407,Renascença,2024-01-14,09:00,55
402,Piçarra,2024-01-31,06:30,59
406,Centro,2024-01-07,20:30,11
405,Marquês,2024-01-15,12:30,22
401,Dirceu,2024-01-23,07:30,77
408,Renascença,2024-01-08,09:00,62
407,Renascença,2024-01-23,08:30,64
407,Centro,2024-01-18,11:00,55
405,Renascença,2024-01-02,08:30,64
401,Mocambinho,2024-01-23,11:00,44
405,Dirceu,2024-01-30,19:30,44
408,Ilhotas,2024-01-19,18:00,28
401,Piçarra,2024-01-31,14:30,71
401,Mocambinho,2024-01-05,09:30,75
402,Marquês,2024-01-14,06:30,57
406,Piçarra,2024-01-02,11:30,16
407,Mocambinho,2024-01-11,22:00,44
404,Mocambinho,2024-01-17,17:00,57
406,Saci,2024-01-20,14:00,45
408,Renascença,2024-01-06,07:00,63
403,Dirceu,2024-01-12,21:00,26
404,Marquês,2024-01-31,11:30,64
403,Mocambinho,2024-01-28,17:00,77
402,Marquês,2024-01-28,09:00,11
405,Mocambinho,2024-01-22,17:30,39
408,Mocambinho,2024-01-30,15:00,15
401,Saci,2024-01-14,17:30,47
403,Marquês,2024-01-23,10:30,70
402,Mocambinho,2024-01-16,20:30,68
402,Piçarra,2024-01-07,13:00,20
404,Mocambinho,2024-01-18,17:30,29
402,Dirceu,2024-01-31,20:00,75
406,Renascença,2024-01-18,09:00,6
408,Mocambinho,2024-01-22,21:30,38
403,Ilhotas,2024-01-08,19:30,53
405,Saci,2024-01-01,22:30,72
408,Dirceu,2024-01-02,15:00,63
401,Piçarra,2024-01-11,18:00,45
403,Saci,2024-01-31,08:00,8
401,Marquês,2024-01-21,07:00,50
404,Centro,2024-01-12,16:00,11
404,Marquês,2024-01-27,14:00,36
404,Centro,2024-01-13,12:30,24
406,Ilhotas,2024-01-29,05:30,61
404,Marquês,2024-01-05,09:30,10
407,Ilhotas,2024-01-04,15:30,34
407,Saci,2024-01-16,17:30,48
402,Ilhotas,2024-01-09,14:30,72
406,Piçarra,2024-01-29,17:30,53
405,Piçarra,2024-01-19,15:30,16
402,Piçarra,2024-01-16,17:00,13
402,Renascença,2024-01-25,13:00,32
406,Ilhotas,2024-01-21,19:30,74
408,Renascença,2024-01-27,12:00,63
405,Centro,2024-01-16,14:30,40
406,Marquês,2024-01-28,21:30,46
406,Centro,2024-01-20,21:30,32
408,Centro,2024-01-27,06:00,64
408,Ilhotas,2024-01-31,22:00,57
401,Renascença,2024-01-25,06:00,19
408,Saci,2024-01-18,14:00,12
401,Piçarra,2024-01-29,08:30,78
401,Piçarra,2024-01-18,16:00,60
407,Ilhotas,2024-01-29,11:30,13
404,Renascença,2024-01-10,16:30,21
401,Ilhotas,2024-01-29,22:00,30
402,Ilhotas,2024-01-16,19:30,34
402,Ilhotas,2024-01-26,15:30,57
401,Renascença,2024-01-25,19:00,27
407,Mocambinho,2024-01-16,16:00,44
405,Renascença,2024-01-25,22:00,67
408,Dirceu,2024-01-07,12:30,41
407,Ilhotas,2024-01-10,09:00,78
405,Centro,2024-01-06,06:00,6
408,Dirceu,2024-01-16,07:00,11
401,Piçarra,2024-01-20,09:30,13
404,Dirceu,2024-01-11,15:00,39
407,Saci,2024-01-11,10:30,58
404,Dirceu,2024-01-11,06:00,62
403,Saci,2024-01-26,16:30,29
408,Marquês,2024-01-04,16:00,70
405,Piçarra,2024-01-07,16:30,74
401,Mocambinho,2024-01-26,19:30,60
401,Mocambinho,2024-01-27,19:30,74
404,Dirceu,2024-01-05,12:30,51
402,Dirceu,2024-01-02,12:30,7
404,Centro,2024-01-19,07:30,70
404,Mocambinho,2024-01-04,19:30,21
405,Dirceu,2024-01-02,20:00,64
404,Piçarra,2024-01-02,14:30,56
408,Renascença,2024-01-20,15:00,69
404,Saci,2024-01-09,11:00,77
407,Saci,2024-01-14,14:30,78
408,Ilhotas,2024-01-22,20:30,56
406,Saci,2024-01-16,14:30,42
408,Dirceu,2024-01-15,21:30,76
408,Dirceu,2024-01-15,17:30,33
404,Ilhotas,2024-01-17,08:00,59
402,Dirceu,2024-01-25,08:30,73
402,Piçarra,2024-01-26,20:00,57
406,Marquês,2024-01-13,06:00,18
407,Mocambinho,2024-01-10,17:30,75
405,Piçarra,2024-01-10,22:30,42
402,Piçarra,2024-01-23,21:00,65
407,Piçarra,2024-01-08,17:30,69
405,Piçarra,2024-01-15,08:00,7
404,Mocambinho,2024-01-05,08:30,66
402,Piçarra,2024-01-26,15:00,25
407,Marquês,2024-01-15,06:30,17
407,Piçarra,2024-01-15,18:00,48
404,Renascença,2024-01-27,08:00,7
403,Renascença,2024-01-24,20:30,76
408,Centro,2024-01-25,12:00,78
401,Dirceu,2024-01-31,22:30,18
408,Centro,2024-01-10,14:30,44
407,Ilhotas,2024-01-26,06:00,18
406,Dirceu,2024-01-02,21:30,68
405,Renascença,2024-01-14,20:00,74
408,Dirceu,2024-01-16,10:30,18
401,Saci,2024-01-12,16:00,24
405,Saci,2024-01-16,10:00,46
407,Mocambinho,2024-01-04,06:00,19
402,Dirceu,2024-01-19,10:00,58
407,Saci,2024-01-16,07:30,29
405,Piçarra,2024-01-30,08:30,78
402,Ilhotas,2024-01-21,22:30,35
402,Mocambinho,2024-01-11,22:00,40
408,Centro,2024-01-01,13:00,11
406,Dirceu,2024-01-11,05:00,42
407,Dirceu,2024-01-31,17:30,24
405,Dirceu,2024-01-24,17:30,36
402,Saci,2024-01-07,06:30,5
401,Renascença,2024-01-27,07:00,26
407,Ilhotas,2024-01-12,20:30,10
406,Ilhotas,2024-01-09,19:30,64
405,Renascença,2024-01-10,19:00,42
405,Piçarra,2024-01-03,07:30,50
402,Renascença,2024-01-01,11:30,70
407,Marquês,2024-01-23,11:00,78
403,Renascença,2024-01-31,17:30,65
407,Mocambinho,2024-01-21,11:00,52
408,Centro,2024-01-05,16:30,36
401,Dirceu,2024-01-03,17:00,38
